index,task,image_path,true_caption,false_caption,clip_true,clip_false,clip_margin,clip_correct,model_true,model_false,model_margin,model_correct,margin_improvement,delta_true,delta_false,gate_true,gate_false,residual_scale
666,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2404499.jpg,the white shirt and the swinging racket,the swinging shirt and the white racket,0.2887178063392639,0.30282390117645264,-0.01410609483718872,0,0.4111497402191162,0.17499497532844543,0.23615476489067078,1,0.2502608597278595,2.572267532348633,-2.685657024383545,0.26053091883659363,0.26053091883659363,0.18269191682338715
17388,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2336476.jpg,the black jacket and the open curtain,the open jacket and the black curtain,0.203639954328537,0.20667240023612976,-0.0030324459075927734,0,0.32435572147369385,0.07742416858673096,0.2469315528869629,1,0.24996399879455566,2.2703516483306885,-2.4308254718780518,0.29103922843933105,0.29103922843933105,0.18269191682338715
9261,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/150297.jpg,the overcast sky and the standing spectators,the standing sky and the overcast spectators,0.24295035004615784,0.22775036096572876,0.015199989080429077,1,0.38498228788375854,0.12017088383436203,0.2648114040493965,1,0.24961141496896744,3.016880750656128,-2.285080909729004,0.2576965093612671,0.2576965093612671,0.18269191682338715
12531,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2400618.jpg,the stone wall and the black locomotive,the black wall and the stone locomotive,0.3026356101036072,0.30260801315307617,2.759695053100586e-05,1,0.4212470054626465,0.17223040759563446,0.24901659786701202,1,0.24898900091648102,2.1647396087646484,-2.379481077194214,0.2999172508716583,0.2999172508716583,0.18269191682338715
26368,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2391757.jpg,the gray sky and the tall trees,the tall sky and the gray trees,0.22859787940979004,0.22897109389305115,-0.0003732144832611084,0,0.40374505519866943,0.15551608800888062,0.24822896718978882,1,0.24860218167304993,3.2076237201690674,-1.3452458381652832,0.29888245463371277,0.29888245463371277,0.18269191682338715
15732,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2347518.jpg,the concrete wall and the black television,the black wall and the concrete television,0.30572348833084106,0.30662447214126587,-0.0009009838104248047,0,0.4429243803024292,0.1957310438156128,0.2471933364868164,1,0.2480943202972412,2.5259761810302734,-2.041635274887085,0.29730919003486633,0.29730919003486633,0.18269191682338715
28550,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2389800.jpg,the black frame and the red wall,the red frame and the black wall,0.22012227773666382,0.21681183576583862,0.0033104419708251953,1,0.3452484607696533,0.09384854137897491,0.2513999193906784,1,0.2480894774198532,2.359851121902466,-2.3190598487854004,0.29023125767707825,0.29023125767707825,0.18269191682338715
25370,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2389387.jpg,the gray sky and the metal ski lift,the metal sky and the gray ski lift,0.2928166091442108,0.2901574373245239,0.0026591718196868896,1,0.438120037317276,0.1884397566318512,0.2496802806854248,1,0.24702110886573792,2.7226004600524902,-1.9059194326400757,0.2921276092529297,0.2921276092529297,0.18269191682338715
19787,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2344047.jpg,the small microwave and the open door,the open microwave and the small door,0.25812020897865295,0.264721542596817,-0.0066013336181640625,0,0.36308449506759644,0.1229080855846405,0.24017640948295593,1,0.24677774310112,2.045833110809326,-2.7640511989593506,0.28083550930023193,0.28083550930023193,0.18269191682338715
27004,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2361523.jpg,the red umbrella and the bamboo tree,the bamboo umbrella and the red tree,0.3472558856010437,0.36392733454704285,-0.016671448945999146,0,0.47840040922164917,0.24858486652374268,0.2298155426979065,1,0.24648699164390564,2.8269152641296387,-2.4862899780273438,0.253932386636734,0.253932386636734,0.18269191682338715
19772,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2397563.jpg,the open door and the bare mattress,the bare door and the open mattress,0.29275813698768616,0.2937464118003845,-0.0009882748126983643,0,0.4322323203086853,0.1880454421043396,0.2441868782043457,1,0.24517515301704407,2.5700716972351074,-1.9477373361587524,0.29704979062080383,0.29704979062080383,0.18269191682338715
1068,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2400997.jpg,the tall trees and the leather vest,the leather trees and the tall vest,0.21749037504196167,0.2177758514881134,-0.0002854764461517334,0,0.3679962754249573,0.12314188480377197,0.2448543906211853,1,0.24513986706733704,2.7539291381835938,-1.7315946817398071,0.29914480447769165,0.29914480447769165,0.18269191682338715
26439,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2397042.jpg,the long boat and the murky water,the murky boat and the long water,0.2571328282356262,0.25679075717926025,0.0003420710563659668,1,0.4085157513618469,0.16351039707660675,0.24500535428524017,1,0.2446632832288742,2.7715444564819336,-1.70779287815094,0.29897555708885193,0.29897555708885193,0.18269191682338715
4166,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2396905.jpg,the blue sky and the hanging wire,the hanging sky and the blue wire,0.2824594974517822,0.2844666838645935,-0.0020071864128112793,0,0.4437851905822754,0.20156797766685486,0.24221721291542053,1,0.2442243993282318,3.003170967102051,-1.5432072877883911,0.29403847455978394,0.29403847455978394,0.18269191682338715
4170,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2396905.jpg,the blue sky and the hanging wire,the hanging sky and the blue wire,0.2824594974517822,0.2844666838645935,-0.0020071864128112793,0,0.4437851905822754,0.20156797766685486,0.24221721291542053,1,0.2442243993282318,3.003170967102051,-1.5432072877883911,0.29403847455978394,0.29403847455978394,0.18269191682338715
681,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2401323.jpg,the tiled floor and the metal pipe,the metal floor and the tiled pipe,0.2047666311264038,0.20980466902256012,-0.005038037896156311,0,0.3409755229949951,0.10257009416818619,0.23840542882680893,1,0.24344346672296524,2.6136341094970703,-2.0576624870300293,0.28526031970977783,0.28526031970977783,0.18269191682338715
